** Object ID ,** URI,Collection,Series,Sub Series,Container 1,Container 2,Source,** Repository,** Title,** Date,** Date – online search,Dimensions,** Extent,** Creator,** Scope and content,Location,** Access,Publisher,Type,Format,** Language,Rights,** Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Subject 6,
AT-001-011,,AT-001,0,0,0,0,Artefacts - Siddiqi Lab,Archives at NCBS,Vertical electrode puller - Narishige,Unknown,0,30 x 30 x 86 cm,NA,Narishige,Vertical Electrode Puller. Narishige (manufacturing company). Used for the preparation of fine needles in developmental biology. It is a manual system with still functioning gears to hold the needle edges. People who have worked on these setups particularly remember the ‘thuds’ it would make when the task is done and the finality associated with that thud. Still sought after but not in production anymore.,Bangalore,Unrestricted,Archives at NCBS,Artefact,"Artefact, mixed media",NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Electrode puller,Scientific process,Narishige,Developmental biology,,,
MS-001_7_4_59_20_P_0021,,MS-001,7,4,59,20,Siddiqi Papers - Photographs,Archives at NCBS,Siddiqi with Seymour Benzer and other colleagues at Cold Spring Harbor,1987 ca,1987,5.5x3.5 inches,1p,Unknown,"Siddiqi with Seymour Benzer (sitting, 1st row, 2nd from left) and other colleagues at Cold Spring Harbor",Cold Spring Harbor,Unrestricted,Archives at NCBS,Photograph,Print from black and white negative,NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid","Benzer, Seymour",,,,,
MS-001_7_4_59_20_P_0022,,MS-001,7,4,59,20,Siddiqi Papers - Photographs,Archives at NCBS,Siddiqi with Seymour Benzer,1976 ca,1976,5.5x3.5 inches,1p,Unknown,"Siddiqi with Seymour Benzer, likely at Caltech in 1976",Pasadena,Unrestricted,Archives at NCBS,Photograph,Print from black and white negative,NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid","Benzer, Seymour",,,,,
MS-001_7_4_59_21_P_0006,,MS-001,7,4,59,21,Siddiqi Papers - Photographs,Archives at NCBS,Siddiqi with M. Ramaswami (left) and Veronica Rodrigues (right),Undated,0,5.5x3.5 inches,1p,Unknown,Siddiqi with M. Ramaswami (left) and Veronica Rodrigues (right),Unknown,Unrestricted,Archives at NCBS,Photograph,Print from colour negative,NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid","Rodrigues, Veronica",,,,,
MS-001_7_4_59_21_P_0011,,MS-001,7,4,59,21,Siddiqi Papers - Photographs,Archives at NCBS,Siddiqi with his students in his lab at NCBS,Undated,0,5.5x3.5 inches,1p,Unknown,Siddiqi with his students in his lab at NCBS,Bangalore,Unrestricted,Archives at NCBS,Photograph,Print from colour negative,NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",NCBS,,,,,
MS-001_7_4_59_21_P_0013,,MS-001,7,4,59,21,Siddiqi Papers - Photographs,Archives at NCBS,"O. Siddiqi at the National Academy of Sciences, USA. 2004 Annual Meeting.",17/04/2004,2004,5.5x3.5 inches,1p,Unknown,"O. Siddiqi at the National Academy of Sciences, USA. 2004 Annual Meeting.",Washington DC,Unrestricted,Archives at NCBS,Photograph,Print from colour negative,NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Siddiqi, Obaid",US National Academy of Sciences,,,,,
MS-001_7_4_59_21_P_0028,,MS-001,7,4,59,21,Siddiqi Papers - Photographs,Archives at NCBS,Siddiqi and Asiya with Elizabeth Watson,Undated,0,5.5x3.5 inches,1p,Unknown,Siddiqi and Asiya with Elizabeth Watson,Unknown,Unrestricted,Archives at NCBS,Photograph,Print from colour negative,NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Watson, Elizabeth",,,,,,
MS-001_7_4_59_21_P_0029,,MS-001,7,4,59,21,Siddiqi Papers - Photographs,Archives at NCBS,Siddiqi with James Watson and Elizabeth Watson,Undated,0,5.5x3.5 inches,1p,Unknown,Siddiqi with James Watson and Elizabeth Watson,Unknown,Unrestricted,Archives at NCBS,Photograph,Print from colour negative,NA,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes,"Watson, James ","Watson, Elizabeth",,,,,
MS-001_7_5_59_22_P_0038,,MS-001,7,5,59,22,Siddiqi Papers - Photographs,Archives at NCBS,O. Siddiqi and Asiya Siddiqi packing apartment.,Undated,0,5x7 inches,1p,Unknown,O. Siddiqi and Asiya Siddiqi packing apartment.,Bombay,Unrestricted,Archives at NCBS,Image,Print from black and white negative,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,"Siddiqi, Asiya","Siddiqi, O.",Packing,,,,
MS-002_1_1_1_1_0006-0007,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Proposed staff structure for NCBS,Undated,0,8.5x11.5 inches,2p,NCBS,Proposed staff structure for NCBS that details what is to be expected of those hired. It also includes a list of staff positions to be hired from the institute directly and those to be hired on contract.,Bangalore,Unrestricted,Archives at NCBS,Memo,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,NCBS,Administration,Institution ,Employment,Staff,,
MS-002_1_1_1_1_0009-0015,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Memo that lists the powers and extent of powers delegated to the Project Director of NCBS,14/05/1992,1992,8.5x11.5 inches,7p,"Singh, V","Memo signed by V. Singh, Director, TIFR with a detailed list of powers that are delegated to the Project Director of NCBS. The list also describes the extent of the power and limitations ",Bombay,Unrestricted,Archives at NCBS,Memo,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,NCBS,Director,Institution,Staff,,,
MS-002_1_1_1_1_0022-0023,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Telegram from Obaid Siddiqi to K. VijayRaghavan regarding appointments and purchases to be made for NCBS,08/08/1990,1990,8.5x11.5 inches,2p,"Siddiqi, Obaid","Telegram from Obaid Siddiqi to K. VijayRaghavan where Siddiqi describes the steps related to appointment of faculty, infrastructure and purchasing that VijayRaghavan has approval for, as well as the steps that are yet to be approved",Bombay,Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,NCBS,Administration,Institution,Staff,Logistics,,
MS-002_1_1_1_1_P_0004,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Letter from T.M. Sahadevan to K. VijayRaghavan regarding the MoU between UAS and TIFR,13/11/1990,1990,8.5x11.5 inches,1p,"Sahadevan,T.M. ",T.M. Sahadevan writes to K. VijayRaghavan about the delay in the signing of the MOU between UAS and TIFR and says that the changes in the Ministry in Karnataka are worrying him. He mentions that a strike by telecom engineers has resulted in the telephone lines between Bangalore and Bombay being out of order.,Bangalore,Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,UAS,Legal,Memorandum of Understanding,Strike,Telecom,,
MS-002_1_1_1_1_P_0026,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Letter from N. Muralidhar to Central Ground Water Board requesting a survey of the GKVK land,08/05/1991,1991,8.5x11.5 inches,1p,"Muralidhar, N","Letter from N. Muralidhar, Administrative Officer, TIFR to The Director of the Central Ground Water Board requesting for a survey of the GKVK land in order to dig borewells. Muralidhar writes that the yield they require from the 20 acre land is about ""4500 gallons/hour""",Bombay,Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Land,GKVK,Water,Civil,Logistics,Construction,
MS-002_1_1_1_1_P_0027,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Minutes of a meeting held between faculty and administration regarding the setting up of NCBS,25/04/1991,1991,8.5x11.5 inches,1p,Unidentified,"Minutes of a meeting held between K. VijayRaghavan, N. Muralidhar and T.M. Sahadevan regarding purchasing and employment matters related to NCBS",TIFR,Unrestricted,Archives at NCBS,Recording,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Minutes,NCBS,Employment,Purchasing,Finances,,
MS-002_1_1_1_1_P_0031,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Handwritten letter from S. Kesavan to T. M. Sahadevan about Kesavan's travel plans,18/06/1979,1979,8.5x11.5 inches,1p,"Kesavan, S","A handwritten letter from S. Kesavan, PhD student at Universite Pierre et Marie Curie, to T.M. Sahadevan where Kesavan says that he and a colleague will be coming to Bangalore and requests Sahadevan to arrange accommodation for them. ",Paris,Unrestricted,Archives at NCBS,Correspondence,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Kesavan,Student,Research,Administration,Paris,,
MS-002_1_1_1_1_P_0034,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,Note regarding the facilities being set up at the TIFR centre in Bangalore to begin research on Drosophila,26/03/1991,1991,8.5x11.5 inches,1p,"Sahadevan,T.M. ",A note signed by T.M. Sahadevan regarding the facilities and equipment being set up at the TIFR Centre in Bangalore so as to begin experimental work on Drosophila. ,Bombay,Unrestricted,Archives at NCBS,Note,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Administration,Equipment,Laboratory,Autoclave,Computer,,
MS-002_1_1_1_1_P_0035,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,"Letter from Narayan Iyer, TIFR Bombay, to T.M. Sahadevan regarding the setting up of rooms in the IISc centre for research",11/12/1990,1990,8.5x11.5 inches,1p,"Iyer, Narayan","Letter from Narayan Iyer to T.M. Sahadevan where Iyer details the equipment and infrastructure that need to be set up at the TIFR Centre in IISc, Bangalore. ",Bombay,Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Administration,Infrastructure,Laboratory,Research,Equipment,,
MS-002_1_1_1_1_P_0038,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,"Handwritten letter from Narayan Iyer, TIFR Bombay, to K VijayRaghavan requesting the latter to approve the appointment of a Lab Attender ",19/04/1991,1991,8.5x11.5 inches,1p,"Iyer, Narayan","Handwritten letter from Narayan Iyer, TIFR Bombay, to K. VijayRaghavan requesting the latter to approve the appointment of a lab attender who will work on a daily basis cleaning glassware and preparing media for experiments",,Unrestricted,Archives at NCBS,Correspondence,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Employment,Research,Institution,Administration,Technician,,
MS-002_1_1_1_1_P_0039,,MS-002,1,1,1,1,T.M. Sahadevan Collection,Archives at NCBS,"Letter from R. Narayanan, Under Secretary to the Government of India, Department of Atomic Energy to The Registrar, TIFR regarding the sanctioning of funds for the Centre for Fundamental Research in Biological Sciences",22/10/1991,1991,8.5x11.5 inches,1p,R. Narayanan,The DAE sanctions 18 crores for the setting up of the Centre for Fundamental Research in Biological Sciences in Bangalore. The Centre would eventually be named the National Centre for Biological Sciences (NCBS).,Bombay,Unrestricted,Archives at NCBS,Order,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Government ,Funds,Institution ,Science,Department of Atomic Energy,Research,
MS-002_1_1_1_2_0020-0021,,MS-002,1,1,1,2,T.M. Sahadevan Collection,Archives at NCBS,"Letter from S. Ramachandran, Secretary, DBT to PK Iyengar, Secretary, DAE supporting TIFR's plan to start a Centre for Fundamental Research in Biological Sciences",28/09/1990,1990,8.5x11.5 inches,2p,"Ramachandran, S","S. Ramachandran, Secretary, Department of Biotechnology writes to P.K Iyengar, Secretary, Department of Atomic Energy about the DBT's support for TIFR's proposed Centre for Fundamental Research in Biological Sciences. Ramachandran notes the interdisciplinary nature of modern biology and writes that the Centre will be built around those ideas.",New Delhi,Unrestricted,Archives at NCBS,Correspondence ,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Research,Law,Funding,Government ,Interdisciplinary,Biology,
MS-002_1_1_1_2_0039-0040,,MS-002,1,1,1,2,T.M. Sahadevan Collection,Archives at NCBS,"Letter from Obaid Siddiqi to K. Krishnamurthy, Vice Chancellor of UAS regarding the lease agreement between UAS and TIFR",31/07/1989,1989,8.5x11.5 inches,2p,Obaid Siddiqi,"Obaid Siddiqi writes to the Vice Chancellor of UAS about certain points in the lease agreement for the NCBS land. He assures Krishnamurthy that while TIFR, being a national institute, is open to hiring all citizens of India, they will keep in mind the employment of local people as well.",Bombay,Unrestricted,Archives at NCBS,Correspondence,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Employment,Politics,Local,NCBS,,,
MS-002_1_1_1_2_P_0017,,MS-002,1,1,1,2,T.M. Sahadevan Collection,Archives at NCBS,Letter from TR Satish Chandran to P. Kotilingangoud regarding TIFR having some difficulty registering the lease dead for the land from UAS,25/02/1991,1991,8.5x11.5 inches,1p,"Chandran, T.R. Satish ","T.R. Satish Chandran, Director of the Institute for Social and Economic Change, writes to P. Kotilingangoud, Deputy Commissioner, Bangalore Urban District, about TIFR facing difficulties in registering the lease dead for the GKVK land. He asks Kotilingangoud to instruct the Sub Registrar to register the documents and facilitates a meeting between Kotilingangoud and T.M. Sahadevan",Bangalore,Unrestricted,Archives at NCBS,Correspondence ,Typewritten on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,GKVK,Land,Legal,Bureaucracy,Government,,
MS-002_1_1_1_2_P_0036,,MS-002,1,1,1,2,T.M. Sahadevan Collection,Archives at NCBS,"Letter from K. VijayRaghavan to N. Muralidhar, Administrative Officer, TIFR requesting him to contact K.R. Kulkarni, Director of Research, UAS.",27/09/1989,1989,8.5x11.5 inches,1p,"VijayRaghavan, K","Letter from K. VijayRaghavan to N. Muralidhar, Administrative Officer, TIFR requesting him to obtain a list of research areas that UAS is interested in from K.R. Kulkarni, Director of Research, UAS in order to write up a research proposal. A handwritten note at the bottom of the page signed by Muralidhar is visible. Muralidhar writes that Kulkarni has asked TIFR for a similar list. ",Bombay,Unrestricted,Archives at NCBS,Correspondence ,Computer Print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,UAS,Proposal,Institution ,Collaboration,Research,,
MS-002_1_1_1_3_0001-0003,,MS-002,1,1,1,3,T.M. Sahadevan Collection,Archives at NCBS,List of staff members at NCBS,01/07/1994,1994,8.5x11.5 inches,3p,NCBS,"A list of staff members at NCBS as on 1st July 1994. The list includes the composition of research groups, the administrative staff and auxiliary staff",Bangalore,Unrestricted,Archives at NCBS,Memo,Computer Print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Staff,Institution,Administration,Scientists,,,
MS-002_1_1_1_4_0001-0033,,MS-002,1,1,1,4,T.M. Sahadevan Collection,Archives at NCBS,Proposal for A Centre for Fundamental Research in Biological Sciences,1989,1989,8x11.5 inches,33p,TIFR,"The proposal to set up a Centre for Fundamental Research in Biological Sciences which later materialised into the current NCBS. It details the need for such a centre, the objective, the financial, staff and facilities required and projections on the growth of the proposed institute over the next 20 years. An 'attractive and conducive to productive work throughout the year' climate, the presence of industrial and technical infrastructure and necessary culture, the presence of many scientific institutions and a 'rich potential' for a scientific community are cited as some of the reasons for Bangalore as the choice of location for the centre. The financial requirement is set at 18 crore rupees over a period of 6 years starting 1989.",Bombay,Unrestricted,Archives at NCBS,Book,Computer Print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Research,Proposal,Institution ,NCBS,History,Science,
MS-003_1_1_1_1_0001-0379,,MS-003,1,1,1,1,KS Krishnan papers,Archives at NCBS,"PhD register, IISc",1974 - 1975,1974,20x32cm,379p,"Krishnan, KS",Brain membranes and lipid model systems -- experiments described with methodology and record of all the data of the same.,"Bangalore, India",Unrestricted,Archives at NCBS,Handwritten notes,Ink on paper,"English, Hindi",Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Lab record,"Krishnan, K. S.",PhD,"MBU, IISc",Lipids,Brain,
MS-003_1_2_1_3_P_0101,,MS-003,1,2,1,3,KS Krishnan papers,Archives at NCBS,Early drawing of inebriometer,1978 - 1988,1988,15x24cm,1p,"Krishnan, KS",Early drawing of inebriometer inspired by that of Nash lab and modifications of the same.,"Mumbai, India",Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Anaesthesia,Drosophila melanogaster,"Whitaker, J & Nash, H","Weber, K. E.",Drosophila Information Service,Inebriometer,
MS-003_1_2_3_2_0001-0028,,MS-003,1,2,3,2,KS Krishnan papers,Archives at NCBS,Research notes - K.S. Krishnan,Undated,0,18x25cm,29p,"Krishnan, KS","Research notes and thoughts on processes in neurobiology, doodle and drawings (artistic) and to-do lists.",Unknown,Unrestricted,Archives at NCBS,Handwritten notes,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Neuroscience,Research notes,Drawings,Nervous system,Plasticity,Glial cells,
MS-003_1_2_3_2_P_0033,,MS-003,1,2,3,2,KS Krishnan papers,Archives at NCBS,Abstract Doodle,Undated,0,22x25cm,1p,"Krishnan, KS",A doodle with some notes at the bottom. About advertising open positions and self-assessment records.,Unknown,Unrestricted,Archives at NCBS,Sketch,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Drawing,Doodle,Art,"Krishnan, K. S.",Sketch,,
MS-003_1_3_3_3_0002-0004,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Types of Conus species - Snail Stock,Undated,0,21x29.7cm,3p,Unknown,"List of Conus species in India, locale/collection spot, availability for the Snail Stock at the lab",Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conus species,India,Conotoxins,Neurobiology,Conotoxins,"Krishnan, K.S.",
MS-003_1_3_3_3_0034-0042,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Effect of Conus toxins on Drosophila melanogaster,Undated,0,21x29.7cm,9p,Unknown,Handwritten observations and notes on fate of Drosophila melanogaster on being subjected to different types of cone snail toxins to test their potency possibly.,Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conotoxin,Drosophila melanogaster,Toxicity,Drug discovery,Mutant,Conus,
MS-003_1_3_3_3_0063-0078,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,HPLC and MALDI spectra of Conus toxins,2000-2001,2001,21x29.7cm,10p,Unknown,HPLC profiles and MALDI profile of specific peaks in the same of samples collected from Conus snails. The data was sent by Paramita (a student) who was involved in the collection of toxins probably and their analysis.,Unknown,Unrestricted,Archives at NCBS,Record - HPLC and MALDI spectra,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conotoxin,Conus species,Toxicity,HPLC,MALDI,Drosophila melanogaster,
MS-003_1_3_3_3_0105-0118,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Studies on Indian Cone Snails : Report submitted to DBT,2008,2008,21x29.7cm,14p,"Ramasamy, M. S.",Report on the ongoing activities in research on Cone snails. Describes the molecular phylogeny studies and distribution of Conus snails in India briefly and the infrastructure used to culture and study the snails - the NCBS marine station.,Unknown,Unrestricted,Archives at NCBS,Report,Computer print,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,DBT report,NCBS,Conus,"Krishnan, K. S.","Ramasamy, M. S.",Phylogeny,
MS-003_1_3_3_3_P_0001,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Map of South India with collection sites for cone snails,Undated,0,29.6x39cm,1p,"Krishnan, KS",Map of south India with collection sites and details. Mainly sites were located in Tamil Nadu.,Unknown,Unrestricted,Archives at NCBS,Map,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conus species,Collection sites,South India,"Krishnan, K.S.",Tamil Nadu,,
MS-003_1_3_3_3_P_0033,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Collection of different Conus species,Undated,0000,21x29.7cm,1p,"Krishnan, KS",List of Conus species and their method of collection - in the different kinds of tubes - from Eppendorf tubes to big bottles for larger species of snails.,Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Conus species,Collection method,Eppendorf tubes,Conotoxins,"Krishnan, K.S.",,
MS-003_1_3_3_3_P_0045,,MS-003,1,3,3,3,KS Krishnan papers,Archives at NCBS,Fly crosses - with mutants and wildtype,Undated,0,21x29.7cm,1p,Unknown,Describes the genetic crosses set up for different strains of Drosophila melanogaster in lab.,Unknown,Unrestricted,Archives at NCBS,Handwritten note,Ink on paper,English,Digital material from the Archives at NCBS are made available online for non-commercial research purposes. Permission for reproduction or distribution must be obtained in writing from the Archives at NCBS (archives@ncbs.res.in). The Archives at NCBS makes no representation that it is the copyright owner in all of its collections. The user must obtain all necessary rights and clearances before use of material.,Drosophila melanogaster,Genetic cross,Mutants,Wild-type,Krishnan lab,,
